Region,Year,Company,Efficiency,Rain_Jan,Rain_Feb,Rain_Mar,Rain_Apr,Rain_May,Rain_Jun,Rain_Jul,Rain_Aug,Rain_Sep,Rain_Oct,Rain_Nov,Rain_Dec,Wind_Jan,Wind_Feb,Wind_Mar,Wind_Apr,Wind_May,Wind_Jun,Wind_Jul,Wind_Aug,Wind_Sep,Wind_Oct,Wind_Nov,Wind_Dec
Region 1,2021,F,0.9034173696336321,54.55545641288743,73.6107401889821,220.7516933540892,67.79716211505725,129.7439075734403,0.0,0.0,261.2188277423636,0.0,55.81798393395647,253.61712064723395,120.46369369334998,18.271537933515937,58.77160157549054,54.02599927459188,71.4230409468937,61.454973066272004,0.0,0.0,66.24366512693939,0.0,29.742420079991454,22.4207680645806,62.54303261486008
Region 1,2021,G,0.8362592280385193,237.71776694787434,238.6357185211706,75.78096720898316,275.63822666989165,176.3130931119643,256.61436652693544,130.01240025765293,273.8808071240501,147.30041968354078,0.0,52.70941287007459,0.0,73.37673834934846,16.39006737502935,32.351954631329036,76.50433769355635,76.54250028562893,50.14065216863003,54.22860485188595,41.39118653848239,30.524754018864517,0.0,33.006518175894115,0.0
Region 1,2021,H,0.9401799843192085,0.0,63.96778866933751,234.2588891977522,0.0,186.47894254124722,226.45787096967365,292.16298599353377,222.00750254375976,259.24096855934346,0.0,266.7171763277104,259.6201909409963,0.0,39.826403253285875,25.580349229972136,0.0,37.76561213679763,72.43278361437436,20.262337518441782,45.932831808467505,26.325965069716947,0.0,50.69137920587476,70.41969653923027
Region 1,2022,A,0.5215799559752881,0.0,156.05550231174408,276.588596273684,77.79937057653784,173.15627607271477,52.83841119185477,167.16516049853158,0.0,64.07581892045934,79.70447906701799,79.38156169427623,212.30257552901588,0.0,62.22314154857963,50.83581355680117,77.35207839321794,36.24094056665928,29.99984603973025,70.80193897326222,0.0,25.651708696361684,77.4255777608428,10.850813228287144,77.89151786953474
Region 1,2022,B,0.5161579755548252,104.2022766466228,123.62348670985746,298.9578437573427,224.2312639659537,146.05045784480498,234.2751764607548,278.8135854172766,289.6756018519616,64.46597443942684,0.0,148.63044965203247,0.0,17.472924615511907,33.49620453578743,21.877593272689587,55.27938531681067,37.17878687929105,26.057632199346475,28.615654747496727,35.22415666436878,28.19649039979839,0.0,41.72685927801817,0.0
Region 1,2022,C,0.7671731375147315,279.7941379588899,70.68710500882653,269.1653714814482,187.8969681360175,91.20856528425023,152.81377914634226,0.0,0.0,244.4005709338064,170.09252046658867,296.32151266637607,144.18474248448518,62.470480998325044,37.509261428520134,68.04149544945601,49.835702841602334,14.445828071300095,12.577530734519396,0.0,0.0,19.369648316044323,10.95703753788981,15.275134224672362,58.42000780182384
Region 1,2022,D,0.7102678893325376,0.0,110.27120808240795,101.26133212663123,0.0,112.86060987794961,118.68294925647719,101.80691225201411,269.5551668697981,239.24978304305716,61.72411694780498,117.16812050632684,55.54618550757541,0.0,44.871563065212506,43.33474877523099,0.0,68.1960043043751,31.54440678397346,67.14700146491437,77.75816358078761,16.18857563559526,65.42724876287431,51.296912799634526,43.60321769129326
Region 1,2022,E,0.7686317083570351,0.0,188.7039021355564,72.75052276283257,231.59925816255708,186.86157672477788,162.72761185402612,277.6178196008183,124.48986288548761,180.9005690037528,0.0,224.41046787336583,249.1179439184693,0.0,42.15427655623207,68.94639905130967,63.82424189207782,14.63651844963061,13.210288648324306,53.45639790954639,34.318938575779,24.639155375495992,0.0,50.57549541302169,33.909424731958154
Region 1,2022,F,0.5305389799274318,216.8894346302568,0.0,93.07996780040746,98.0722547021677,60.21715406661971,92.23376576804114,119.64758475798966,94.2526210691867,72.1756334392639,0.0,80.1589677751502,165.19469200818145,24.443360288405476,0.0,35.498890273365284,45.239208959839985,58.32763800405557,12.751849788876925,65.95872792363298,53.95302726436354,15.723132236421034,0.0,71.15050368747441,74.46106803722692
Region 1,2022,G,0.5598810659096256,165.63367903328697,236.86773453343915,59.170800722649474,113.10923608600518,228.3373964711381,273.80170942179984,0.0,177.9193605289165,0.0,0.0,183.0283713163289,76.79300283494402,41.318865677641824,47.28320865185162,26.972935254431075,28.84702616645667,36.409891417323585,11.404983844440846,0.0,32.54554159082248,0.0,0.0,24.801360489758125,32.924814652454025
Region 1,2022,H,0.5258177389372565,189.43556648760935,196.63385866518976,191.11463563066033,144.69315648782234,134.36170846797953,274.9118492862531,0.0,0.0,201.8888055733932,111.08828886616362,174.56192446223503,132.5871203202285,75.35842766319122,10.527405419385232,25.773295839876976,35.574977377184034,44.14668605661166,69.55722624853024,0.0,0.0,16.15213371781007,66.41054207188003,13.895744254988273,68.96198247087271
Region 1,2023,A,0.6603210960797572,0.0,51.325001599401354,293.76679073628566,172.6871948146961,230.7240241554439,255.21536828833814,229.61431770913842,183.75918301122763,0.0,169.154871031603,259.6456396756562,101.26939003736479,0.0,77.7595846552964,59.76667351857238,23.96548491368238,61.53730285889417,47.08880162267817,59.506106695111114,63.74456510099871,0.0,16.11031257127728,45.42727694515429,75.24100395798538
Region 1,2023,B,0.8976336559299452,252.4686114636587,113.66016369094096,0.0,220.3756805559823,240.05696497242164,198.90968515196107,0.0,167.8940471375396,152.9602285368171,137.21706663574884,282.38228606195645,257.6548519469323,77.55188374665588,18.700805643988133,0.0,61.1607232642551,75.68383197747265,22.68631463159621,0.0,14.654738715674425,61.878445450304135,50.21311792259383,68.92801437307904,19.784066363840264
Region 1,2023,C,0.8468588037016692,0.0,197.07666894876417,220.7455158542831,0.0,162.9871503247598,0.0,228.4456137138315,274.9168613230433,206.0253860454594,184.94526547865826,159.68616884708476,194.37156772653142,0.0,34.87537162728771,37.40374771410514,0.0,47.23002357817218,0.0,14.663337867357189,26.031777364735746,47.999451742938625,40.20697001955098,33.2971050138739,61.1384395766511
Region 1,2023,D,0.7713622216737981,235.98657314316924,0.0,0.0,58.38310868394485,192.47242121782912,240.61467143517262,269.19140919043735,135.52043717897686,0.0,255.31432616800322,77.6579342388018,261.61307293362955,18.924206363238767,0.0,0.0,37.81011033922571,65.81067560456876,20.494219914414167,26.047597666284904,60.55767978751464,0.0,60.402557558225205,54.88033430197081,58.576391112697
Region 1,2023,E,0.5931604397470603,0.0,84.77904853576547,75.19865075397162,114.00388296341555,231.5238965156002,198.2407263147054,75.5531660562999,279.6876305651866,247.52115928102168,55.755651196909376,212.84180274706154,0.0,0.0,63.98726679638166,36.21047588042954,14.824507755705316,15.412474584215108,17.297287623626666,68.8307742386296,73.74803387789991,18.596754729201365,26.513422421655683,21.58643572571028,0.0
Region 1,2023,F,0.5065472282941668,250.71336214950287,0.0,51.15800575115072,133.37479292278604,149.54217339773584,184.3489007344807,279.9639041031901,0.0,136.5864985914903,136.73830047405693,234.3753120274371,163.05448522245177,25.722337605798735,0.0,41.67076612928854,19.859991426585992,22.34708905543563,44.885744091763584,39.32478146531835,0.0,74.039213074767,35.367572938164315,50.64118451946304,54.25850015436713
Region 1,2023,G,0.9308928105067587,175.54875258281066,0.0,198.84625433001094,66.76911934710687,0.0,237.49011759979444,102.47639827389645,274.51357236017844,101.28491012050179,97.67193016591665,59.13741696202372,168.01673627749983,49.538879328383146,0.0,14.599604759984665,64.28693316865073,0.0,41.73021843236194,46.707318852930605,40.853392285675966,38.05341426127282,49.17482319157525,20.866817215149876,22.73496913466898
Region 1,2023,H,0.7031961541367611,259.94721486414267,266.7484400028809,151.99612384121116,187.93064881483494,0.0,113.47214101082608,0.0,99.0282749233632,176.37696977650845,198.76224492510514,134.81781147404774,192.3608794408751,72.1222337759452,48.97051093483562,60.45691674173546,66.37204771505336,0.0,79.211014736881,0.0,52.223818152388574,66.47951042738103,77.38545229884123,76.10868079040914,19.875729414439952
Region 1,2024,A,0.8999276279736577,195.76039024242306,155.3561376481245,273.1679277692437,254.3608904346102,135.45433792446897,0.0,114.85585835782312,144.92310204181672,197.57373562870194,117.01591020571907,206.0372269622835,0.0,38.65881565338683,48.643302659638614,40.52885703947217,30.612603167934235,76.39173148735097,0.0,63.45240559118326,19.80792230365168,70.79275831285389,44.120183877465955,72.61865588258641,0.0
Region 1,2024,B,0.8165490316787238,211.26354194233235,155.42598363832045,83.0690527813326,0.0,275.1430753090964,222.8054644024136,0.0,220.79596411137035,255.64596897791847,182.41541966377028,253.76360710061428,174.52268837775142,14.702277994099706,38.36736616193821,44.82254257859234,0.0,60.4141807142607,17.460511109007207,0.0,19.80129770623143,28.45786618442315,28.654887535961755,61.252920492134365,27.551146239311844
Region 1,2024,C,0.5773360704416182,96.0927301697408,72.58424014440197,0.0,242.74648138386962,67.0624263385229,259.26974767575734,159.29834908931088,278.8784193229785,230.3832152804764,202.6011667519894,0.0,287.3266992644414,37.7654561136438,76.78608555777431,0.0,19.450089419484485,43.86284593526889,28.89378556745364,47.78899452357354,21.340971452410923,68.90707622170304,69.248549452019,0.0,76.86654189064353
Region 1,2024,D,0.9245978257826597,158.70683465093657,111.6005083097767,254.77557941854994,0.0,249.8539697422448,223.67411771360668,118.03628430749067,197.5576667172718,140.24347423500672,72.89551833165854,0.0,279.32839386556066,19.5773041643273,76.51661476745618,41.2204041070569,0.0,22.959305018703375,47.93306631648507,71.10620851134857,61.25574204866928,66.45928035030148,56.114835669750214,0.0,58.45935951624967
Region 1,2024,E,0.7022427248409253,168.30252952033334,128.2137141263969,80.13064469661612,0.0,232.7559178645704,98.1497569464076,78.8205053118211,0.0,155.44066493262812,248.83545948977437,236.2661370300551,63.720653661618734,41.86005795253092,46.570420324981825,55.11826554380755,0.0,55.51171453102597,35.528807462011414,49.24740358024598,0.0,43.67433186908605,71.94988495662967,47.11855928444301,40.87225132237131
Region 1,2024,F,0.8661359035923226,269.1663444656124,154.37652100697304,0.0,165.4857126438969,297.5853283354443,50.059380893971145,96.36822739418062,145.99097247993143,0.0,283.14747735631323,67.50742643686776,52.37135840712452,13.687868518406,16.19803874295327,0.0,12.63177412443826,43.584692879955334,50.65300450591294,29.018087974830287,37.88011687829449,0.0,16.418953457800107,33.545932467989545,46.57634341441662
Region 1,2024,G,0.6153349058588793,296.9305974340079,156.94328343396558,146.08166178992042,219.91182067326747,104.56347196626604,287.49029598755635,246.58625360388803,72.35275057806487,154.3951939462321,269.7795768905412,0.0,0.0,76.13124156039872,42.718105787490884,52.93879724474954,21.692376226445266,79.38180382958836,26.21701909684104,75.99122418945879,55.47526542946579,52.54157564152014,45.8881957711556,0.0,0.0
Region 1,2024,H,0.7383384141651842,104.08100575913838,179.56509166909805,199.31851810758525,0.0,181.25787521506703,115.05834198788182,0.0,0.0,178.81198107868147,172.79658521715663,299.0839439516811,274.359037011551,42.436652375093395,53.60561680545831,62.351012286456,0.0,12.440561216367744,72.64450088594879,0.0,0.0,70.20887714925466,42.02024684415951,37.381883625626585,29.107156239942046
Region 1,2025,A,0.6226427661276672,113.16227349022128,51.270534954506495,223.92857321243756,0.0,62.195895418293276,183.1506298501905,290.53049314801245,0.0,77.36721501361347,273.6199827420169,297.86883378626203,65.37925655980877,71.80343883962229,46.12553143105316,73.4559603611206,0.0,49.992325934370186,56.347840707459525,48.06452355981795,0.0,70.5145016215144,61.37369432675912,46.488221852629046,70.7712562836083
Region 1,2025,B,0.6416714741327908,290.32882204622683,166.3675021924959,269.76787005703295,51.28629268867869,254.98672935202504,107.15629038123089,277.17532731734195,0.0,50.280027870027375,0.0,189.04543375993924,239.15895094623366,28.10818314885356,23.519300521110516,15.886875712758926,32.8503503552305,49.18910186161806,18.109069974618038,36.368675339075914,0.0,10.635068325690748,0.0,67.30755943498892,18.991410266523395
Region 1,2025,C,0.636813333140833,0.0,125.24089173670406,0.0,227.0430221613204,66.83765036719292,195.54261504406833,136.47076423823918,205.22887944186928,61.435508453128215,267.8842015380941,293.37224229434923,292.2194638214229,0.0,62.47562822200473,0.0,19.106036809144236,63.07842371503158,11.721084152116106,11.548648607029808,32.652715340467886,44.205023328326604,63.92851924654553,57.830676362455364,41.21318944637238
Region 1,2025,D,0.7366049533457786,220.12482551867828,213.62780357028382,118.31488174955233,287.71589056260257,87.76447294522507,158.08370026065046,285.90398004189973,154.93182923153057,209.63148691602137,149.3985994906986,0.0,0.0,29.1950641644069,78.87843535718798,38.65338044205301,72.58694425753941,26.09682241237603,24.917329281755833,12.179385801915796,55.61667777631195,35.796844060663275,70.50507748877459,0.0,0.0
Region 1,2025,E,0.5747903213337828,249.1994569660069,123.54199333586948,277.9590087399778,291.87781590344446,96.36471866916358,0.0,165.52432269141516,50.307958791606474,199.58181628060674,0.0,0.0,201.8266120656678,27.32779689223626,49.08888708082385,25.78780997106148,21.257782835473304,55.606362676158525,0.0,32.81478247664524,51.31847572199357,40.32727242801589,0.0,0.0,78.90459851820327
Region 1,2025,F,0.9107203640049333,237.29040977532077,86.48051850878636,75.69810112316642,192.72612546104108,0.0,54.591909235135,170.58909538789788,102.58739497971715,136.5041419112099,243.95118394823902,0.0,285.30937605809663,15.069139050243905,47.39695441835116,71.777344007372,15.775597410829489,0.0,67.71598328277837,35.046094564979,32.54662915535347,78.42264704203501,24.060136290360592,0.0,58.523575857587666
Region 1,2025,G,0.7396394642881436,124.70897158432847,0.0,283.8004538248649,0.0,0.0,286.83761565775967,206.32616505348696,245.85568148540366,203.0644964702895,171.09961189351014,215.20502957481267,188.25036314798962,51.82331038423511,0.0,64.86827873932035,0.0,0.0,43.66326820142894,12.852787426473093,21.479963669264805,40.70250515426768,60.73785919118408,51.52950538171251,55.52059301114177
Region 1,2025,H,0.7893377042861967,0.0,229.80044456806596,107.11368533282467,299.0834790141855,293.6982905366958,0.0,212.58142158673422,99.88561273228629,220.05706060782282,68.04960224479396,57.663125551451515,114.42072212780342,0.0,42.383606971752144,70.77907537858664,60.90183488364156,61.98945648399867,0.0,39.784533411365274,34.215449478287404,35.97271340892219,79.13546946152405,12.807643398873774,70.6922047285714
Region 2,2020,A,0.796459199915891,0.0,298.03332908516813,0.0,120.96363215216125,139.78775741655787,145.9617879669491,166.45320175506214,258.9995159453024,108.94802348980247,244.00005175885738,0.0,151.32754577143584,0.0,52.129876856340594,0.0,54.277837325841425,36.09940460322541,45.88306436440636,38.91218222533879,14.839295033063362,40.60157721717786,16.81753747874865,0.0,38.35145593562251
Region 2,2020,B,0.8319022638109026,214.18416613532304,131.29751605617372,243.36828142165015,82.71841517958745,292.45526126963614,163.44738534590982,109.01261583661599,0.0,68.37418683250317,92.43947627188518,0.0,179.94348713900442,33.59022235019004,68.02183561178266,40.162126656326414,27.409999081134092,53.2001490622821,59.474405181981204,21.69293355306649,0.0,21.733345140182237,12.566999885348007,0.0,61.548141054594836
Region 2,2020,C,0.7444232901284601,117.4374028792474,0.0,64.27171402232871,182.79238200025802,0.0,284.1514230737404,59.835885167127415,80.5274785025067,163.04975707085882,283.4687543819762,129.03902624418762,176.8087021720981,12.910100133527447,0.0,20.38402406734622,79.06410860711928,0.0,77.55830875052318,10.345798665408672,76.62682497962673,54.73839564708503,70.75428061640154,41.83178989437013,46.09172200054752
Region 2,2020,D,0.8294427351163286,0.0,73.47517894735459,218.15052955628158,160.9375548261428,0.0,267.0355635943763,94.28744736184647,223.15648805654112,259.5288224120276,286.1535548685058,220.81200707241146,0.0,0.0,44.80223348058991,53.24930681408497,70.82334891351027,0.0,49.94268226471808,12.12709417877858,75.16640868548845,58.26687257220928,57.35593700440725,25.097260667840203,0.0
Region 2,2020,E,0.7742498608257384,238.10694065389313,72.62042382176269,0.0,122.17139888265953,77.27740794143743,212.62791194792894,241.29771613894616,0.0,281.41870772017796,159.5430866029969,275.34391239711107,269.4727897603319,32.2037001735779,70.82304378783996,0.0,36.297057631720854,30.780849219219654,55.43522611560751,32.98668595195568,0.0,54.1146123830401,52.68822638490862,49.44072491439211,36.62937929629584
Region 2,2020,F,0.6217411482881496,144.94644504480743,265.83341239295635,179.77044628405451,169.79546940743273,56.41051645160892,135.31195690653908,145.04890469646426,149.7056952242251,0.0,195.04309230683307,0.0,183.40063668171962,52.553356495541124,63.541828307948975,66.90900171012655,60.268615335854605,76.88665871684543,11.276280787345314,23.704458997848228,10.529401248469949,0.0,55.32322999082221,0.0,72.86213842649909
Region 2,2020,G,0.9078743217521404,217.52400865273543,282.4014693554973,183.06505333476005,195.23301331569942,72.40658478873553,229.40894647715737,0.0,0.0,149.97630170103906,294.18130966564473,255.79350389891508,180.6202601290296,18.625585792051623,70.15910552964124,65.98467667968151,22.920959067592307,30.669480245421706,65.53850807034861,0.0,0.0,22.965991258318677,74.24267424199641,39.71691976374533,16.092727381136104
Region 2,2020,H,0.736445982816591,211.65147835571503,0.0,0.0,93.69336070684429,140.19312977764997,276.4727761969401,242.48617506291973,189.15926448417932,113.91124945231807,125.51512545869876,0.0,232.98951689640865,69.58219825969395,0.0,0.0,56.99972686714301,66.66709830379092,63.665929464028416,20.47927775698704,39.67613690393114,20.708866057999387,26.466490936138936,0.0,70.84817372557367
Region 2,2021,A,0.613328201113494,198.61908379654326,174.19171471479234,296.94638005372184,84.10993813918328,223.78613851189846,151.07969202607302,157.04990373140367,0.0,229.39944141454407,223.10903783109242,0.0,297.8139984255471,18.987600261788767,17.287675456891645,60.703717199011884,50.487084190448634,29.19124665918641,15.559355829229062,15.996077471750137,0.0,72.59336122648827,23.430712730312003,0.0,32.63600934808645
Region 2,2021,B,0.878081664447623,270.01977189036455,212.71934226179854,183.23944663783382,131.08343827884391,133.25047826454949,217.37173879954753,298.5348403052919,215.45979746234465,0.0,189.44585434250624,232.6626275598115,0.0,42.56439285986027,14.209963982054965,49.360777111453686,77.03376991537661,22.271205965036174,58.3003423574466,24.065358206133954,47.50793791311569,0.0,16.767351475270374,41.52596553807296,0.0
Region 2,2021,C,0.6398517692357396,0.0,234.2950562518108,242.1499511971271,110.91417901596665,217.88961090325932,73.23228609484748,0.0,114.26181660801997,246.97549707306624,266.17154800838506,202.12160316494783,176.70960795512065,0.0,21.15128144332862,14.417632315540512,18.235431993149106,25.915011006726914,33.91721513278446,0.0,36.66366678576911,34.24252380123025,26.733873253808593,45.68069727261887,67.77002757630278
Region 2,2021,D,0.9310072411363113,282.64880366097907,79.09159947136902,254.3624271227979,145.15582336914503,0.0,269.4935801112674,267.0141725268626,251.4813500294053,247.50760907676533,0.0,0.0,126.16978477451019,15.664349813587652,38.208612513561306,22.146716049055605,58.64657622317232,0.0,34.22698085764499,78.29271406019404,54.86804541417324,67.57363945440527,0.0,0.0,19.276727091929388
Region 2,2021,E,0.72990021188466,67.0430773463734,0.0,56.45297673737175,83.79157228870568,290.7787778972935,187.38238397375423,291.455540288305,0.0,158.12446958253298,0.0,127.9540332713149,176.53546571006103,40.76581820430371,0.0,17.396527898322073,54.85784202831444,25.122672775671973,53.37115684284807,55.51407646787074,0.0,20.64173971900537,0.0,14.294473897746771,64.65331102479078
Region 2,2021,F,0.9137689477834372,125.81878689189888,75.26145275266167,223.04033542353298,0.0,0.0,65.57294953251568,177.35553203744743,299.1742134632442,253.4925673765047,203.80485955775274,126.56340519665292,0.0,53.672708540414696,46.89290247381562,39.82583687232601,0.0,0.0,19.149726371813962,72.06229506683266,41.484925417492576,23.623575827453557,35.74315456141027,38.989082677024896,0.0
Region 2,2021,G,0.9297826158234729,0.0,97.4237120436693,204.7370482519304,0.0,130.87509872786842,258.5758414886919,207.32470150268404,99.71406944382397,66.15416996102154,60.658302321758185,142.8521419125352,116.46278416357838,0.0,55.226308642375564,44.95336844850328,0.0,28.62134946037665,20.446644456512328,18.90398338812147,70.52622744982924,27.043457788340707,55.61974535376778,66.74801495903864,52.985691782931525
Region 2,2021,H,0.8731036287409193,69.10421485951287,0.0,0.0,0.0,119.8419284836791,282.5797212094559,113.26460820019614,245.29260594672982,256.28304898217596,173.86302586524545,146.58722746207889,162.5311081049399,25.88752860557549,0.0,0.0,0.0,72.2573641290191,41.54337597108305,71.77216083192698,17.398543593439186,79.17926897000919,41.02911612105328,13.348157427587383,12.661529376621843
Region 2,2022,A,0.8873168903188939,124.13389532191381,137.42580743646238,243.66338279529546,215.3426527676036,96.29889196686699,93.52733383352108,74.59891242834934,215.07567992533453,0.0,0.0,241.09316555543398,116.261607081251,11.466147272163896,15.752016723349914,77.75020243915213,30.68113442341942,63.84562034866935,53.72644981979846,36.73577477570271,24.39810835368886,0.0,0.0,18.49704927115845,53.05090776272066
Region 2,2022,B,0.6584612386724724,0.0,171.50387574438497,280.07429530485194,180.1920354585532,204.12493172377086,89.15960924345208,60.93390646999237,77.70199054495176,199.6328939210914,73.75292474807617,0.0,143.99822248532786,0.0,48.50643583207092,37.205695904089296,21.457866102571103,29.165391525987456,74.98222729940039,57.31875929104488,44.72334870759206,10.890042299082547,79.4690780342629,0.0,57.001845442625026
Region 2,2022,C,0.880560768521579,186.2567297242346,296.16743488112706,284.3470166242797,60.793433949252915,91.20370393235928,82.93219336364048,231.49497749632388,254.44633246423626,103.37784157766798,0.0,176.46317323795725,0.0,68.849211960784,61.29610813363754,47.95660438442938,51.3243383321141,45.5852382841396,30.82839159231744,49.55153950013113,58.22197114350635,71.13260411025654,0.0,54.540394778547366,0.0
Region 2,2022,D,0.7510251067442235,269.9541214854847,0.0,214.39007819450578,127.73223250188855,235.5870126431273,253.77959612009198,0.0,203.7445600852831,221.97102746997876,143.81497611066658,184.67391683575977,181.03979268154058,69.36334537915403,0.0,68.79747861975278,68.28763285429302,10.772212998372606,62.46818391282218,0.0,63.10734730777034,57.48651759985993,62.938526052401684,68.93792600476961,42.922333787125
Region 2,2022,E,0.7491278411317268,0.0,223.9045366242017,50.80456590106967,204.89733436496016,138.87325261033936,248.54933281927106,0.0,73.24765995578304,197.05056673709763,0.0,170.24322247153094,210.58138147630686,0.0,14.539751613807784,50.59886511996919,49.30392115716666,49.24620660913197,52.24413666175184,0.0,57.35275560584535,66.34922997765389,0.0,28.887450408975003,67.75345871260434
Region 2,2022,F,0.6014681837874511,0.0,0.0,80.59418933129449,233.8764016218844,108.96439978592177,142.85550046826143,65.63555672434211,250.34172895487976,241.64713099291083,0.0,233.40395751057812,124.86087762297167,0.0,0.0,22.143605198617006,54.628728512916084,44.731646887925365,22.47767268332491,58.01378897349046,79.37885022749126,62.305371141942636,0.0,61.799047067992824,76.52189270514143
